name,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
5699,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5172965975270825,6.6438920777145025,5,1333759436,0,0,224,8450,0,0
5700,1,4,0,1,0,0,1,0,28672,393216,217088,6523,4259840,4,16,987136,4096,4096,1,0,0,3.982417446495472,7.8396106682178415,4,1335608472,0,0,224,271,0,0
5701,1,5,1,0,0,0,1,0,188416,688128,0,67696,268435456,4,16,892928,4096,4096,1,0,0,1.9261842889147893,7.955374397071036,5,1218879644,0,0,224,8450,0,2504
5702,1,0,0,0,0,0,0,0,20480,427520,0,45030,4194304,4,16,1314816,4096,512,0,0,1,4.176143483403872,7.3536497782984185,3,1208112261,0,0,224,271,0,0
5703,1,13,0,0,0,0,1,0,31744,66048,4608,5328,4194304,5,16,106496,4096,512,0,4,1,0.0591785458562076,5.931514328541723,11,8304672,67584,204,240,39,0,0
5704,1,7,1,1,1,0,1,0,151552,65536,0,84506,1677721600,4,16,237568,4096,4096,0,0,0,0.013126943721219527,6.666428875106952,5,1332480751,0,0,224,8450,0,0
5705,1,11,1,1,0,0,1,0,394752,226304,0,395496,5368709120,5,16,638976,4096,512,0,0,0,4.059319451358687,6.066065100115125,6,1484588738,0,0,240,34,0,0
5706,1,4,1,0,0,0,1,0,5632,384512,0,5240,4194304,4,16,823296,4096,512,1,0,1,4.040777052217781,7.881998708445923,4,0,0,0,224,271,0,0
5707,1,4,1,1,0,0,1,0,94208,273902,425984,76367,4259840,4,16,815104,4096,4096,1,0,0,4.025047170111865,7.772095073764541,4,1332442873,0,0,224,271,0,0
5708,1,1,0,0,0,0,0,0,53248,8192,0,57358,4194304,4,16,81920,8192,4096,0,0,0,0.013126943721219527,5.240126321605794,3,1430981103,0,0,224,270,0,0
5709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
5710,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.517379558885857,6.643736200190922,5,1333757781,0,0,224,8450,0,0
5711,1,1,0,0,0,0,0,0,27136,2560,0,35262,4194304,6,16,57344,8192,512,0,0,0,0.08153941234324169,5.618516683224333,3,1343347275,0,0,224,258,0,0
5712,1,2,0,0,0,0,1,0,103424,5632,0,5152,4194304,4,16,122880,4096,512,0,1,0,1.5545988507011996,7.1268645928797305,5,1335291632,0,0,224,270,0,2
5713,1,4,0,1,0,0,1,0,112128,26624,0,111456,4194304,4,16,147456,4096,512,0,0,0,4.375632094319869,6.979251306095943,4,1334152943,0,0,224,270,0,762
5714,1,4,0,1,0,0,1,0,194560,0,0,192827,4194304,5,16,233472,4096,512,0,0,0,0.020393135236084953,6.828557007717099,4,1307802254,0,0,224,258,0,107
5715,1,2,0,1,0,0,1,0,141824,24576,0,103349,4194304,5,16,192512,4096,512,1,5,0,0.4321696372193959,7.972232366386595,9,1299652403,0,0,224,258,0,116
5716,1,7,0,1,0,0,1,0,28672,413696,32768,7249,4259840,4,16,892928,4096,4096,1,0,0,1.9787153239425603,7.953821178578607,4,1334327096,0,0,224,271,0,0
5717,1,6,0,1,0,0,1,0,28672,425984,249856,7354,4259840,4,16,987136,4096,4096,1,0,0,4.365003733337219,7.859959956699526,4,1335109490,0,0,224,271,0,0
5718,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6068069224793287,6.6440257430174805,5,1333758018,0,0,224,8450,0,439
5719,1,3,0,0,0,0,1,0,111104,31232,5120,5376,4194304,5,16,176128,4096,512,0,3,1,0.2044881574398449,5.5821182607912085,9,159972,0,0,240,559,0,0
5720,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6063360413071415,6.643661752884318,5,1333985852,0,0,224,8450,0,439
5721,1,3,1,0,0,0,1,0,91648,1536,0,4720,4194304,4,16,106496,4096,512,1,0,0,1.9489780380055324,7.636591601739812,3,1333543215,0,0,224,270,0,2
5722,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,1,1.7819650116470442,6.620575926846028,5,1327342099,0,0,224,8450,0,0
5723,1,2,0,0,0,0,1,0,16384,389120,0,6504,4194304,4,16,782336,4096,4096,1,0,0,3.8934651796816393,7.806757962035655,4,1341301058,0,0,224,271,0,0
5724,1,3,1,0,0,0,1,0,91648,1536,0,4720,4194304,4,16,106496,4096,512,1,0,0,1.9489780380055324,7.636583707794701,3,1333536014,0,0,224,270,0,2
5725,1,5,1,0,0,0,1,0,176128,290816,0,57568,268435456,4,16,483328,4096,4096,1,0,0,2.0731087843435354,7.745118169069541,5,1213378792,0,0,224,8450,0,2523
5726,1,2,0,1,0,0,1,0,12288,372736,0,5544,4194304,4,16,823296,4096,4096,1,0,0,6.373806290167463,7.9214605621527285,4,1343414552,0,0,224,271,0,0
5727,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6063360413071415,6.643661752884318,5,1333985852,0,0,224,8450,0,439
5728,1,6,0,1,0,0,1,1,28672,450560,262144,6976,4259840,4,16,999424,4096,4096,1,0,0,4.206686935448474,7.836808313577841,4,1335379208,0,0,224,271,0,0
5729,1,4,0,0,0,0,1,0,30208,13824,3072,5376,4194304,5,16,73728,4096,512,0,3,1,0.186582516434666,6.176919165825812,9,593921,0,0,240,559,0,0
5730,1,6,1,1,0,0,1,1,126464,14336,0,5584,4194304,4,16,155648,4096,512,0,2,2,3.4872997057636232,6.2530610635543615,6,1336145051,0,0,224,270,0,95
5731,1,4,0,1,0,0,1,0,20480,419138,401408,6109,4259840,4,16,856064,4096,4096,1,0,0,6.632853999739862,7.569897056729583,4,1333306672,0,0,224,271,0,0
5732,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6050358563483385,6.643736200190922,5,1333757781,0,0,224,8450,0,439
5733,1,21,1,1,0,0,1,1,28160,10752,0,29152,4194304,10,16,53248,4096,512,0,0,0,0.44495240088656424,6.471502725947936,5,1436499169,0,0,224,258,0,109
5734,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.078417448951884,8,1334920864,0,0,224,270,0,278
5735,1,3,0,1,0,0,1,0,61440,393216,0,7008,4194304,4,16,823296,4096,4096,1,0,0,6.001314041561769,7.969786256995681,4,1345643715,0,0,224,271,0,0
5736,1,3,0,1,0,0,1,0,16384,397312,0,6296,4194304,4,16,782336,4096,4096,1,0,0,4.438359750871177,7.815984202831141,4,1341347075,0,0,224,271,0,0
5737,1,1,0,0,0,0,0,0,978432,983040,0,986426,4194304,4,16,1007616,8192,512,1,0,0,0.08153941234324169,7.518858495506422,3,1384501587,0,0,224,270,0,0
5738,1,3,0,0,0,0,1,0,13824,15872,512,4096,4194304,4,16,49152,4096,512,0,1,2,4.38335742489541,5.860123906992896,5,45778,0,0,224,783,0,0
5739,1,6,1,1,0,0,1,1,126464,14336,0,5472,4194304,4,16,155648,4096,512,0,2,2,3.473098318984159,6.245864391062092,6,1336230120,0,0,224,270,0,95
5740,1,2,0,1,0,0,1,0,142336,24576,0,112794,4194304,5,16,192512,4096,512,1,5,0,0.41684622993819864,7.971147504487315,9,1297596187,0,0,224,258,0,111
5741,1,4,0,1,0,0,1,0,20480,479232,0,6355,4194304,4,16,827392,4096,4096,1,0,0,2.0021959524557404,7.976358626881042,4,1342195216,0,0,224,271,0,0
5742,1,4,0,1,0,0,1,0,12288,397312,0,6323,4194304,4,16,827392,4096,4096,1,0,0,4.968721350466964,7.976384623884308,4,1342351835,0,0,224,271,0,0
5743,1,4,0,1,0,0,1,0,5632,369152,0,5168,4194304,4,16,888832,4096,512,1,0,1,3.976985162565774,7.918815701492758,4,0,0,0,224,271,0,0
5744,1,4,0,1,0,0,1,0,272384,26624,0,271584,4194304,4,16,307200,4096,512,1,0,0,4.375032798500802,7.703696717347262,4,1334285404,0,0,224,270,0,762
5745,1,4,0,1,0,0,1,0,28672,409600,4096,6533,4259840,4,16,819200,4096,4096,1,1,1,3.941824379038024,7.813916729167828,5,1335808610,0,0,224,271,0,0
5746,1,2,0,0,0,0,0,0,60928,370688,0,426558,65536,5,16,433152,512,512,1,1,0,0.2662364476558982,7.989169420701646,6,1213897396,0,0,224,258,0,76
5747,1,2,0,0,0,0,1,0,16384,385024,0,6504,4194304,4,16,782336,4096,4096,1,0,0,3.0601836607267456,7.808706670830907,4,1341255872,0,0,224,271,0,0
5748,1,5,1,0,0,0,1,0,176128,290816,0,57568,268435456,4,16,483328,4096,4096,1,0,0,2.0735068863421913,7.744424849903238,5,1213378161,0,0,224,8450,0,2523
5749,1,2,0,1,0,0,1,0,131584,36864,0,4096,4194304,5,16,192512,4096,512,1,2,0,0.37387747993819864,7.943633292400514,6,1303630922,0,0,224,258,1,114
5750,1,6,0,1,0,0,1,1,20480,402754,417792,6137,4259840,4,16,856064,4096,4096,1,0,0,6.629323617446962,7.696928307470172,4,1333397172,0,0,224,271,0,0
5751,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.084460199143376,9,1335144264,0,0,224,270,0,301
5752,1,5,1,1,0,0,1,0,92160,2048,0,4720,4194304,4,16,106496,4096,512,1,0,0,3.0488669379629627,7.629897804230625,3,1333445054,0,0,224,270,0,2
5753,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.130750047689945,4,1335357630,0,0,224,270,0,2
5754,1,3,0,1,0,0,1,0,12288,397312,0,5560,4194304,4,16,823296,4096,4096,1,0,0,4.983520752209943,7.976501873099892,4,1342983738,0,0,224,271,0,0
5755,1,6,0,1,0,0,1,1,20480,423234,397312,6145,4259840,4,16,856064,4096,4096,1,0,0,6.6370394174758935,7.692056563317893,4,1333436105,0,0,224,271,0,0
5756,1,4,0,1,0,1,1,0,61440,401408,0,7536,4194304,4,16,823296,4096,4096,1,0,0,6.0203693393582896,7.915026348235621,4,1345577836,0,0,224,271,0,0
5757,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.2685819819077817,7.988710666824346,6,1209740287,0,0,224,258,0,77
5758,1,6,1,1,1,0,1,0,143360,61440,0,78682,1694498816,4,16,225280,4096,4096,0,0,1,1.5189690889360068,6.674702571784401,5,1334932159,0,0,224,8450,0,0
5759,1,6,1,1,0,0,1,0,9216,29184,0,4775,4194304,5,16,49152,4096,512,0,0,0,4.662658187736697,6.672806285785932,4,1297888790,0,0,224,259,0,0
5760,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.080869614435681,8,1334863453,0,0,224,270,0,278
5761,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.8843141505467034,7.736993399135079,4,1344608860,0,0,224,271,0,0
5762,1,4,0,1,0,0,1,0,20480,419138,401408,6109,4259840,4,16,856064,4096,4096,1,0,0,6.640859684243241,7.570483743844334,4,1333306672,0,0,224,271,0,0
5763,1,3,0,1,0,0,1,0,12288,376832,0,5592,4194304,4,16,823296,4096,4096,1,0,0,5.953621335076393,7.9226677854734415,4,1343718681,0,0,224,271,0,0
5764,1,4,0,1,0,0,1,0,20480,419138,401408,6109,4259840,4,16,856064,4096,4096,1,0,0,6.604772809500242,7.567497165113,4,1333306672,0,0,224,271,0,0
5765,1,4,1,0,0,0,1,0,92160,2048,0,4720,4194304,4,16,106496,4096,512,1,0,0,1.9834512252980865,7.61923380462673,3,1333557636,0,0,224,270,0,2
5766,1,7,0,1,0,0,1,0,20480,431426,389120,6165,4259840,4,16,856064,4096,4096,0,0,0,6.602811148275604,7.3685323159835745,4,1333485320,0,0,224,271,0,0
5767,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,1,1.7820709729872586,6.620575926846028,5,1327342099,0,0,224,8450,0,0
5768,1,5,0,1,0,0,1,0,125440,161280,3072,5376,4194304,5,16,192512,4096,512,0,3,1,0.2044881574398449,6.121981051436187,9,176600,0,0,240,559,0,0
5769,1,7,1,1,1,0,1,0,147456,61440,0,79210,1677721600,4,16,229376,4096,4096,0,0,1,1.772692806352397,6.613519309303773,5,1324178753,0,0,224,8450,0,0
5770,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5220651000935235,6.643661752884318,5,1333985852,0,0,224,8450,0,0
5771,1,3,0,1,0,0,1,0,12288,393216,0,6260,4194304,4,16,827392,4096,4096,1,0,0,4.975275656085458,7.985602754903596,4,1342615498,0,0,224,271,0,0
5772,1,4,0,1,0,0,1,0,36864,389120,0,5728,4194304,4,16,823296,4096,4096,1,0,0,0.7096583634174287,7.9048683222646225,4,1343849227,0,0,224,271,0,0
5773,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.084464207559823,9,1335121230,0,0,224,270,0,301
5774,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.133235143190208,4,1335529261,0,0,224,270,0,2
5775,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.608896748702208,6.644591738121419,5,1333761078,0,0,224,8450,0,439
5776,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.05000073726109,8,1342246810,0,0,224,270,0,0
5777,1,2,0,1,0,0,1,0,12288,389120,0,5560,4194304,4,16,823296,4096,4096,1,0,0,3.4494166603921945,7.92175134379558,4,1343160515,0,0,224,271,0,0
5778,1,4,0,1,0,1,1,0,45056,409600,0,5952,4194304,4,16,823296,4096,4096,1,0,0,4.003524082453679,7.731400048458715,4,1344755412,0,0,224,271,0,0
5779,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.757341004069438,5,1332906042,0,0,224,270,0,2
5780,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.26674854074461596,7.988330047739369,6,1209742090,0,0,224,258,0,77
5781,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.084452735340313,9,1335063667,0,0,224,270,0,301
5782,1,13,0,0,0,0,1,0,19968,41472,3072,5328,4194304,5,16,77824,4096,512,0,4,1,0.19743807838821048,6.013740570377285,11,7443904,43008,196,240,39,0,0
5783,1,4,0,1,0,0,1,0,36864,393216,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.8249550131111634,7.731568573555726,4,1344542973,0,0,224,271,0,0
5784,1,4,0,1,0,0,1,0,28672,409600,4096,6539,4259840,4,16,819200,4096,4096,1,1,1,3.9837350453792273,7.82095078546513,5,1335725530,0,0,224,271,0,0
5785,1,4,0,1,0,0,1,0,5632,16896,0,789488,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.6277307882458825,4,1319571264,0,0,224,271,0,0
5786,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7134050332550387,7.90466472769416,4,1343935512,0,0,224,271,0,0
5787,1,5,0,1,0,0,1,0,205312,0,0,55149,4194304,5,16,290816,4096,512,1,0,0,0.020393135236084953,7.862343175003249,4,1304494798,0,0,224,258,0,96
5788,1,10,0,0,0,0,1,0,13312,32768,3072,5328,4194304,5,16,73728,4096,512,0,4,1,0.19743807838821048,5.931475485153334,11,15603744,34304,147,240,39,0,0
5789,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.765101970686651,4,1332675903,0,0,224,271,0,0
5790,1,3,0,1,0,0,1,0,753664,28672,790528,1543904,4194304,4,16,1576960,4096,512,1,2,1,4.422263300255559,7.782716595464022,3,3118276976,0,0,224,271,0,0
5791,1,1,0,0,0,0,1,0,157696,6144,0,142038,4194304,5,16,176128,4096,512,1,0,0,2.7976028784992395,7.90585045771999,4,1308002995,0,0,224,258,0,114
5792,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6080500521801606,6.643844233661688,5,1333758959,0,0,224,8450,0,439
5793,1,4,0,1,0,0,1,0,112128,26624,0,111456,4194304,4,16,147456,4096,512,0,0,0,4.3692330508694885,6.976940620397713,4,1334144458,0,0,224,270,0,762
5794,1,7,0,1,0,0,1,0,20480,20480,0,20748,4194304,4,16,45056,4096,4096,0,0,0,1.626539503300049,5.921881429948355,4,1397069710,16777216,0,224,3,0,0
5795,1,3,0,1,0,0,1,0,24576,372736,0,6483,4194304,4,16,782336,4096,4096,1,0,0,2.2015858895064944,7.947202060238727,4,1342094796,0,0,224,271,0,0
5796,1,4,0,1,0,0,1,0,4608,18432,0,775452,4259840,4,16,806912,4096,512,0,0,0,0.42013066021895284,7.09459448817126,4,1319571264,0,0,224,271,0,0
5797,1,4,0,1,0,0,1,0,5632,16896,0,789420,4259840,4,16,819200,4096,512,0,0,0,0.39408806322024814,6.627443539184805,4,1319571264,0,0,224,271,0,0
5798,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5204340973729629,6.643661752884318,5,1333985852,0,0,224,8450,0,0
5799,1,4,0,1,0,0,1,0,105984,0,0,55440,4194304,5,16,249856,4096,512,1,0,0,6.210278532134049,7.846816225894699,3,1303612651,0,0,224,258,0,99
5800,1,4,0,1,0,0,1,0,12288,393216,0,5551,4194304,4,16,827392,4096,4096,1,0,0,0.7910560145741392,7.984170741415358,4,1342681101,0,0,224,271,0,0
5801,1,4,0,1,0,0,1,0,8704,433152,0,6152,4194304,4,16,819200,4096,512,1,0,0,0.08952421866257136,7.618848664598869,4,1305462840,0,0,224,271,0,0
5802,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.135155255888455,4,1335434426,0,0,224,270,0,2
5803,1,4,0,1,0,0,1,0,5632,16896,0,789544,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.665303455837302,4,1319571264,0,0,224,271,0,0
5804,1,3,1,1,0,0,1,0,43008,120320,0,4096,4194304,4,16,208896,4096,512,0,9,9,0.7084378349416649,6.544280007683652,12,1339826473,0,0,224,270,0,0
5805,1,2,0,1,0,0,1,0,12288,389120,0,5560,4194304,4,16,823296,4096,4096,1,0,0,3.455561862011963,7.92165442235493,4,1343160515,0,0,224,271,0,0
5806,1,4,0,1,0,0,1,0,5632,387584,0,5540,4194304,4,16,823296,4096,512,1,0,1,4.059423941258024,7.852396648910988,4,1326871294,0,0,224,271,0,0
5807,1,5,1,1,0,0,1,0,349184,20992,0,347088,4194304,4,16,389120,4096,512,0,3,0,0.16032872589902852,6.577714528552071,7,1334692208,0,0,224,270,0,540
5808,1,6,1,1,1,0,1,0,143360,61440,0,78682,1694498816,4,16,225280,4096,4096,0,0,0,2.6067963259639213,6.674287048723697,5,1334923140,0,0,224,8450,0,424
5809,1,3,0,1,0,0,1,0,20480,372736,0,6427,4194304,4,16,782336,4096,4096,1,0,0,1.9950142525271006,7.944019049456634,4,1342024429,0,0,224,271,0,0
5810,1,3,0,1,0,0,1,0,271872,19968,0,77200,4194304,5,16,303104,4096,512,0,1,0,0.09409792566270775,6.016277841761041,5,1347231682,0,0,224,259,0,0
5811,1,7,1,1,0,0,1,1,98304,291551,397312,82849,4259840,4,16,806912,4096,4096,1,0,0,4.139347676949244,7.876192154496133,4,1332274738,0,0,224,271,0,0
5812,1,5,0,1,0,0,1,0,28672,421888,245760,7002,4259840,4,16,987136,4096,4096,1,0,0,4.2516646054999985,7.846882847229745,4,1335469004,0,0,224,271,0,0
5813,1,4,1,1,0,0,1,0,15360,111104,0,6000,4194304,4,16,147456,4096,512,0,3,3,2.617643850195868,7.282099396539525,7,1338141610,0,0,224,270,0,0
5814,1,3,0,1,0,0,1,0,20480,372736,0,6427,4194304,4,16,782336,4096,4096,1,0,0,1.9950142525271006,7.947135765329578,4,1342024429,0,0,224,271,0,0
5815,1,2,0,0,0,0,1,0,87040,19456,3584,4096,4194304,4,16,122880,4096,512,0,1,2,4.36175722819723,6.4282440762348045,5,119812,0,0,224,783,0,0
5816,1,6,0,1,0,0,1,0,32768,466944,4096,8020,4259840,4,16,819200,4096,4096,0,1,1,4.246433195949993,7.180200098040663,5,1335900359,0,0,224,271,0,0
5817,1,8,1,1,0,0,1,0,215552,114688,0,86432,5368709120,5,16,364544,4096,512,0,0,0,2.0747773724454603,6.312079401731011,6,1379103699,0,0,240,34,0,0
5818,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.2678855901124811,7.989351485649046,6,1213800635,0,0,224,258,0,77
5819,1,1,0,0,0,0,1,0,103424,5632,0,5168,4194304,4,16,122880,4096,512,0,1,0,1.4962965553968912,7.122492467644691,5,1335164443,0,0,224,270,0,2
5820,1,4,0,1,0,0,1,0,284672,26624,0,282192,4194304,4,16,323584,4096,512,1,2,0,0.16032872589902852,7.567184566660893,6,1334355920,0,0,224,270,0,762
5821,1,4,1,1,0,0,1,0,112128,15872,0,109696,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.0775887378286475,8,1334825290,0,0,224,270,0,278
5822,1,5,1,1,0,0,1,0,4096,333616,585728,4609,4194304,4,16,942080,4096,4096,1,0,0,2.2253669375082663,7.869489036496491,4,1331376535,0,0,224,271,0,0
5823,1,1,0,0,0,0,1,0,61440,57344,0,6824,4194304,4,16,122880,4096,4096,0,0,0,1.8129340577462967,6.446073710806766,4,1009847898,0,0,224,259,0,0
5824,1,5,1,1,0,0,1,0,113152,20992,0,110752,4194304,4,16,151552,4096,512,0,3,0,0.16032872589902852,6.998078570712022,7,1334717290,0,0,224,270,0,541
5825,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.2662364476558982,7.9875036825412415,6,1213802347,0,0,224,258,0,77
5826,1,7,1,1,0,0,1,0,135680,37888,0,123459,4194304,5,16,196608,4096,512,1,3,0,1.4572344860012665,7.802728309453933,7,1334249013,0,0,224,258,0,224
5827,1,2,0,1,0,0,1,0,12288,389120,0,5432,4194304,4,16,823296,4096,4096,1,0,0,6.347535927307825,7.8227903326849,4,1343555000,0,0,224,271,0,0
5828,1,5,1,1,0,0,1,0,348672,20992,0,347088,4194304,4,16,385024,4096,512,0,2,0,0.16032872589902852,6.573754216932393,6,1334663415,0,0,224,270,0,540
5829,1,3,0,0,0,0,1,0,14848,6144,1024,4096,4194304,4,16,36864,4096,512,0,1,2,3.678738389575727,6.204825954725422,5,33368,0,0,224,783,0,0
5830,1,4,0,1,0,1,1,0,45056,393216,0,5968,4194304,4,16,823296,4096,4096,1,0,0,4.012074514597638,7.731603601479854,4,1344692537,0,0,224,271,0,0
5831,1,5,1,0,0,0,1,0,176128,290816,0,57568,268435456,4,16,483328,4096,4096,1,0,0,2.0735068863421913,7.744424849903238,5,1213378161,0,0,224,8450,0,2523
5832,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5226785016126838,6.6434410073850465,5,1333760698,0,0,224,8450,0,0
5833,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.045165750952949,8,1342265992,0,0,224,270,0,0
5834,1,3,0,0,0,0,1,0,33792,47104,3072,4768,4194304,4,16,73728,4096,512,0,3,1,0.11446338125913882,6.287106702272043,8,62336,0,0,224,783,0,0
5835,1,2,0,1,0,0,1,0,77312,92672,0,4096,4194304,5,16,245760,4096,512,1,2,0,0.37387747993819864,7.882346895629541,6,1307674046,0,0,224,258,0,115
5836,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5179209706107406,6.6438920777145025,5,1333759436,0,0,224,8450,0,0
5837,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6071787912781943,6.643485959548034,5,1333756366,0,0,224,8450,0,438
5838,1,2,0,1,0,0,1,0,161792,10240,0,123879,4194304,5,16,184320,4096,512,1,0,0,3.6089008049534987,7.902238423994242,4,1295448942,0,0,224,258,0,166
5839,1,1,0,0,0,0,1,0,103424,5632,0,5168,4194304,4,16,122880,4096,512,0,1,0,1.4962965553968912,7.126282593578434,5,1335166864,0,0,224,270,0,2
5840,1,4,0,1,0,0,1,0,28672,425984,249856,6970,4259840,4,16,987136,4096,4096,1,0,0,4.210414460260621,7.848277052284823,4,1335515320,0,0,224,271,0,0
5841,1,2,1,0,0,0,1,0,2048,93184,0,4128,4194304,4,16,110592,4096,512,1,1,1,1.9411925072141014,7.71244609159409,5,1332620389,0,0,224,270,0,2
5842,1,24,1,1,0,0,1,1,382976,954880,0,374022,4194304,5,16,1355776,4096,512,0,2,0,0.020393135236084953,6.7250396698406725,7,1482202223,0,0,224,290,0,2746
5843,1,3,1,1,0,0,1,0,60416,504832,0,20312,4194304,5,16,585728,4096,512,0,1,0,2.4479126941006037,6.56630341540875,4,1417811105,285212689,0,224,4355,0,0
5844,1,11,0,0,0,0,1,0,23040,47616,3072,5328,4194304,5,16,81920,4096,512,0,4,1,0.17014565200323517,6.1233478618919435,11,28645408,49152,203,240,39,0,0
5845,1,4,0,1,0,0,1,0,36864,393216,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.809583536709081,7.731518542524035,4,1344542973,0,0,224,271,0,0
5846,1,0,0,0,0,0,0,0,17408,420352,0,45030,4194304,4,16,1314816,4096,512,1,0,0,3.267320609690792,7.632588355110398,3,1208112261,0,0,224,271,0,0
5847,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.521179019060798,6.6440440229725315,5,1333756130,0,0,224,8450,0,0
5848,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5228176715857946,6.6443635434325525,5,1333758254,0,0,224,8450,0,0
5849,1,3,0,0,0,0,1,0,20480,393216,16384,5410,4259840,4,16,991232,4096,4096,1,0,0,3.135810655462614,7.940924135843538,4,1334737687,0,0,224,271,0,0
5850,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7085790276440237,7.904389162281612,4,1343935512,0,0,224,271,0,0
5851,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6080500521801606,6.643844233661688,5,1333758959,0,0,224,8450,0,439
5852,1,6,1,1,1,0,1,0,143360,61440,0,78682,1694498816,4,16,225280,4096,4096,0,0,0,2.6056694360819583,6.674270193772328,5,1334933583,0,0,224,8450,0,424
